from,to,text,time_start,time_end,comment
F1-2,USA1615,u s air sixteen fifteen reduce speed to one seven zero then descend and maintain three thousand,2428.4,2431.75,
USA1615,F1-2,one seven zero then down to three u s air sixteen fifteen,2432.28,2435.8,
F1-2,DAL1776,delta seventeen seventy six maintain four thousand then reduce speed to one seven zero,2435.84,2439.51,
DAL1776,F1-2,four thousand and then slow to one seventy delta seventeen seventy six,2439.81,2442.72,
F1-2,AWE826,cactus eight twenty six contact the tower one one niner point one,2443.62,2446.23,
AWE826,F1-2,cactus eight twenty six roger,2446.88,2448.38,
F1-2,COA380,continental three eighty traffic landing runway two two left will be holding short of your runway,2448.47,2451.84,
COA380,F1-2,continental three eighty,2452.28,2453.32,
BTA3854,F1-2,approach jet link thirty eight fifty four is two point five heading three six zero,2455.97,2459.33,
F1-2,BTA3854,jet link thirty eight fifty four boston approach roger,2459.34,2461.33,
F1-2,UAL174,united one seventy four heavy boston approach fly heading one zero zero,2466.28,2468.88,
UAL174,F1-2,one zero zero united one seventy four heavy,2469.09,2470.94,
F1-2,DAL1776,delta seventeen seventy six turn right heading one niner zero,2470.95,2473.44,
DAL1776,F1-2,right one nine zero delta seventeen seventy six,2473.47,2475.55,
F1-2,USA1615,u s air sixteen fifteen turn left heading two niner zero three from loner cross loner at three or above cleared i l s d m e runway two seven approach maintain one seven zero knots until ripit,2475.69,2483.15,
USA1615,F1-2,cleared approach maintain one seventy to ripit u s air sixteen fifteen,2483.59,2486.97,
F1-2,USA1615,u s air sixteen fifteen traffic landing runway two two left will be holding short of your runway,2490.44,2494.38,
USA1615,F1-2,u s air sixteen fifteen thanks,2494.48,2496.12,
F1-2,UAL174,united one seventy four heavy descend and maintain four thousand then reduce speed to one seven zero,2518.23,2522.1,
UAL174,F1-2,down to four and one seventy united one seventy four heavy,2522.32,2524.87,
F1-2,BTA3854,jet link thirty eight fifty four turn left heading three four zero,2538.01,2540.46,
BTA3854,F1-2,three four zero jet link thirty eight fifty four,2540.8,2542.78,
F1-2,DAL1776,delta seventeen seventy six turn right heading two five zero three and a half miles from loner cross loner at three or above cleared i l s d m e runway two seven approach speed one seven zero to ripit,2542.8,2550.55,
DAL1776,F1-2,cleared i l s d m e two seven approach delta seventeen seventy six,2550.77,2554.03,
F1-2,COA380,continental three eighty contact the tower one one niner point one so long,2554.06,2556.82,
COA380,F1-2,three eighty so long now,2556.83,2558.09,
F1-2,DAL110,delta one ten heavy boston approach roger at five thousand reduce speed to two one zero,2565.77,2568.85,
DAL110,F1-2,delta one ten heavy slow to two ten when we get to five,2569.23,2571.96,
F1-2,BTA3854,jet link thirty eight fifty four turn left heading three zero zero,2603.3,2606.44,
BTA3854,F1-2,o k left to three hundred thirty eight fifty four,2606.34,2608.59,
F1-2,DAL110,delta one ten heavy caution wake turbulence sequenced behind a heavy d c ten or heavy seven sixty seven rather,2609.21,2613.9,
DAL110,F1-2,delta one ten heavy,2615.15,2616.07,
F1-2,USA1615,u s air sixteen fifteen contact tower one one niner point one so long,2634.77,2637.86,
USA1615,F1-2,thank you sir,2638.05,2638.87,
F1-2,BTA3854,jet link thirty eight fifty four maintain the one seven zero knots til five d m e follow the boeing seven fifty seven caution wake turbulence proceed inbound two seven,2645.87,2651.31,
BTA3854,F1-2,o k ah one fifty to five d m e or one seventy excuse me to the five d m e in,2651.94,2656.13,
F1-2,UAL174,united one seventy four heavy turn right heading two four zero,2656.38,2659.02,
UAL174,F1-2,two four zero united one seventy four heavy,2659.37,2661.11,
F1-2,DAL1776,delta seventeen seventy six traffic landing runway two two left will be holding short of your runway,2663.45,2667.28,
DAL1776,F1-2,delta seventeen seventy six roger,2667.61,2669.33,
F1-2,UAL174,united one seventy four heavy continue right heading two six zero intercept two seven localizer,2672.16,2675.76,
UAL174,F1-2,two sixty intercept the localizer united one seventy four heavy,2676.1,2678.26,
F1-2,DAL110,delta one ten heavy reduce speed to one seven zero,2678.31,2680.58,
DAL110,F1-2,delta one ten heavy slow to one seventy,2680.67,2682.92,
F1-2,DAL110,delta one ten heavy turn left heading three zero zero intercept the localizer,2713.83,2716.82,
DAL110,F1-2,delta one ten heavy three zero zero and intercept,2716.92,2719.77,
UAL174,F1-2,k one seventy to ripit loner at or above three cleared the approach united one seventy four heavy,2740.91,2744.67,
F1-2,DAL1776,delta seventeen seventy six contact tower one one niner point one,2751.1,2753.79,
DAL1776,F1-2,delta seventeen seventy six so long,2754.16,2755.8,
F1-2,DAL110,delta one ten heavy descend and maintain four thousand,2759.27,2761.37,
DAL110,F1-2,delta one ten heavy down to four,2761.5,2763.13,
F1-2,BTA3854,jet link thirty eight fifty four reduce speed to one five zero,2799.39,2801.58,
BTA3854,F1-2,o k back to one fifty thirty eight fifty four,2801.81,2803.77,
F1-2,DAL110,delta one ten heavy five and a half from loner cross loner at three or above cleared i l s d m e runway two seven approach,2811.06,2816.1,
DAL110,F1-2,delta one ten heavy roger cleared i l s d m e two seven,2816.31,2819.82,
F1-2,BTA3854,jet link thirty eight fifty four traffic landing runway two two left will hold short of your runway contact the tower now one one niner point one so long,2820.57,2825.91,
BTA3854,F1-2,nineteen one have a good day sir,2825.92,2827.21,
F1-2,UAL174,united one seventy four heavy traffic landing runway two two left will be holding short of your runway,2872.04,2876.07,
UAL174,F1-2,united one seventy four heavy,2876.37,2877.58,
F1-2,DAL110,delta one ten heavy traffic landing runway left will be holding short of your runway,2879.55,2882.84,
DAL110,F1-2,one ten heavy thanks,2883.46,2884.76,
F1-2,UAL174,united one seventy four heavy contact tower one one niner point one so long,2935.2,2938.21,
UAL174,F1-2,united one seventy four heavy so long,2938.26,2939.82,
DAL110,F1-2,o k,2958.38,2958.97,
F1-2,DAL110,delta one ten heavy contact the tower one one niner point one so long,2994.89,2997.71,
DAL110,F1-2,one ten,2997.77,2998.45,
UAL92,F1-2,boston approach united ninety two heavy at six thousand,3037.46,3040.28,
F1-2,UAL92,united ninety two heavy boston approach roger fly heading one zero zero,3040.95,3043.94,
UAL92,F1-2,one hundred degrees united ninety two heavy,3043.93,3045.97,
F1-2,UAL92,united ninety two heavy descend and maintain three thousand,3092.74,3095.14,
UAL92,F1-2,down to three thousand united ninety two heavy,3095.15,3097.53,
UAL92,F1-2,what number you planning ninety two today for the approach,3099.97,3102.48,
F1-2,UAL92,ah united ninety two is following traffic on a two mile final,3102.77,3105.4,
UAL92,F1-2,all right,3105.88,3106.52,
LHA422,F1-2,approach lufthansa four two two heavy good afternoon out of eight thousand descending six thousand heading two four zero,3125.04,3131.35,
F1-2,LHA422,lufthansa four two two heavy boston approach fly heading two six zero descend and maintain four thousand,3131.41,3135.52,
LHA422,F1-2,down four thousand heading two six zero lufthansa four two two,3136.18,3139.64,
F1-2,UAL92,united ninety two heavy descend and maintain two thousand turn right heading two zero zero,3150.94,3154.47,
UAL92,F1-2,right to head two hundred degrees down to two thousand united ah ninety two heavy,3154.92,3159.26,
F1-2,LHA422,lufthansa four two two heavy intercept the localizer,3159.6,3162.18,
LHA422,F1-2,intercepting localizer two seven lufthansa four two two,3162.69,3165.93,
F1-2,UAL92,united ninety two heavy speed your discretion,3169.78,3171.69,
UAL92,F1-2,ninety two heavy roger,3172.42,3173.45,
F1-2,UAL92,united ninety two heavy turn right heading two six zero four from ripit intercept the localizer at or above two thousand cleared i l s d m e runway two seven approach,3189.05,3195.94,
F1-2,UAL92,united ninety two heavy traffic will be landing runway two two left holding short of your runway,3255.37,3259.23,
UAL92,F1-2,ninety two heavy,3259.32,3260.63,
F1-2,UAL92,united ninety two heavy contact the tower one one niner point one so long,3261.05,3263.91,
F1-2,LHA422,lufthansa four two two heavy six miles from loner cross loner at or above three thousand cleared i l s d m e runway two seven approach,3288.18,3294.05,
LHA422,F1-2,understood cleared i l s d m e approach two seven lufthansa four two two,3294.95,3298.83,
F1-2,LHA422,lufthansa four two two heavy traffic will be landing runway two two left holding short of your runway,3403.16,3407.61,
LHA422,F1-2,understood lufthansa four two two,3408.69,3410.41,
F1-2,NWA182,northwest one eighty two boston,3412.97,3414.29,
F1-2,NWA182,northwest one eighty two boston,3423.56,3424.91,
F1-2,NWA182,northwest one eighty two boston,3448.27,3449.74,
NWA182,F1-2,boston approach northwest one eighty two six thousand,3462.86,3465.97,
F1-2,NWA182,northwest one eighty two turn right heading one one zero descend and maintain three thousand,3465.93,3469.06,
NWA182,F1-2,right heading one one zero out of six for three thousand northwest one eighty two,3469.25,3472.78,
F1-2,AAL94,say again please,3491.95,3492.87,
F1-2,AAL94,american ninety four heavy boston approach fly heading one zero zero,3498.2,3500.62,
F1-2,NWA182,northwest one eighty two turn right heading one niner zero descend and maintain two thousand,3503.97,3507.24,
NWA182,F1-2,right heading one nine zero down to two thousand northwest one eighty two,3507.65,3510.9,
F1-2,AAL94,american ninety four heavy descend and maintain three thousand,3549.78,3552.1,
F1-2,NWA182,northwest one eighty two is five miles from ripit turn right heading two five zero intercept the localizer at or above two thousand cleared i l s d m e runway two seven approach,3556.98,3564.35,
NWA182,F1-2,right heading two five zero ripit at or above ah thousand seven hundred cleared i l s ah two seven northwest one eighty two,3564.66,3572.91,
NWA182,F1-2,localizer at or above two northwest northwest one eighty two,3577.81,3581.2,
F1-2,PAA538,clipper five thirty eight fly heading zero one zero,3586.76,3588.74,
PAA538,F1-2,zero one zero five eighty three,3588.97,3591.15,pilot misstates call sign
NWA182,F1-2,correcting northwest one eighty two,3605.17,3606.68,
F1-2,AAL94,american ninety four heavy turn right heading two two zero,3606.66,3608.7,
COA620,F1-2,continental six twenty is at six,3614.83,3616.72,
F1-2,COA620,continental six twenty boston approach fly heading one zero zero,3617.02,3619.58,
COA620,F1-2,six twenty,3620.22,3621.3,
F1-2,PAA538,clipper five thirty eight reduce speed to two one zero then descend and maintain three thousand,3632.26,3635.64,
PAA538,F1-2,two ten then down to three thousand five thirty eight,3635.82,3638.76,
F1-2,NWA182,northwest one eighty two contact the tower one one niner point one,3638.87,3641.45,
NWA182,F1-2,nineteen one northwest one eighty two,3641.59,3643.48,
F1-2,AAL94,american ninety four heavy turn right heading two five zero intercept two seven localizer,3643.83,3647.2,
F1-2,PAA538,clipper five thirty eight caution wake turbulence sequenced behind a heavy,3651.02,3653.8,
F1-2,COA620,continental six twenty descend and maintain four thousand,3657.55,3659.78,
COA620,F1-2,down to four six twenty,3659.77,3661.18,
F1-2,PAA538,clipper five thirty eight turn left heading three four zero,3675.44,3677.75,
PAA538,F1-2,left three four zero five thirty eight,3677.81,3680.04,
F1-2,AAL94,american ninety four heavy six from ripit intercept the localizer three thousand or above cleared i l s d m e two seven approach,3685.22,3690.62,
F1-2,COA620,continental six twenty fly heading zero niner zero,3697.49,3699.69,
COA620,F1-2,six twenty,3700.65,3701.64,
F1-2,COA620,ah you be following traffic following him,3704.64,3706.37,
F1-2,AAL94,american ninety four heavy speed one seven zero to ripit,3711.7,3714.07,
AAL94,F1-2,o k got it ninety four heavy,3714.63,3716.11,
F1-2,PAA538,clipper five thirty eight reduce speed to one seven zero,3721.68,3723.92,
PAA538,F1-2,five thirty eight one seventy,3724.03,3725.58,
F1-2,PAA538,clipper five thirty eight turn left heading two niner zero intercept the localizer,3733.81,3736.75,
PAA538,F1-2,left two niner zero and intercept five thirty eight,3736.92,3739.46,
F1-2,NWA1876,northwest eighteen seventy six boston,3739.47,3741.25,
F1-2,COA620,continental six twenty turn right heading one eight zero,3752.12,3754.13,
COA620,F1-2,six twenty,3754.25,3755.04,
F1-2,PAA538,clipper five thirty eight three from loner cross loner three or above cleared i l s d m e two seven approach speed one seven zero to ripit,3757.43,3762.69,
PAA538,F1-2,one seventy to ripit ah three thousand at ah loner and cleared for the approach five thirty eight,3763.15,3769.77,
F1-2,NWA1876,northwest eighteen seventy six boston,3769.75,3771.45,
